"Filename";"Name";"Date";"Style";"Genre";"Tags";"Artist"
"waterloo-bridge-1902";"Waterloo Bridge";1902;"Impressionism";"cityscape";"('Bridge', 'City', 'Human settlement', 'River', 'Sky', 'Skyline')";"Claude Monet"
"the-river";"The River";1881;"Impressionism";"landscape";"()";"Claude Monet"
"morning-on-the-seine-02";"Morning on the Seine 02";1896;"Impressionism";"landscape";"('Sky')";"Claude Monet"
"at-val-saint-nicolas-near-dieppe-morning";"At Val Saint-Nicolas near Dieppe, Morning";1897;"Impressionism";"landscape";"('Normandy', 'cliffs-and-rocks')";"Claude Monet"
"the-seine-near-vetheuil";"The Seine near Vetheuil";1897;"Impressionism";"landscape";"('Reflection', 'Bank', 'Bayou', 'Natural landscape', 'Tree', 'Water')";"Claude Monet"
"weeping-willow";"Weeping Willow";1919;"Impressionism";"landscape";"('forests-and-trees', 'Tree', 'Trunk')";"Claude Monet"
"blanche-hoschede";"Blanche Hoschede";1880;"Impressionism";"portrait";"()";"Claude Monet"
"the-grand-canal";"The Grand Canal";1908;"Impressionism";"cityscape";"('Sky', 'Waterway')";"Claude Monet"
"poplars-on-the-epte";"Poplars on the Epte";1891;"Impressionism";"landscape";"('Natural landscape', 'Tree', 'Bayou', 'Bank', 'Sky')";"Claude Monet"
"the-red-cape-madame-monet";"The Red Cape (Madame Monet)";1870;"Impressionism";;"()";"Claude Monet"
"the-village-of-la-roche-blond-sunset";"The Village of La Roche-Blond, Sunset";1889;"Impressionism";"landscape";"('Sky', 'Natural landscape', 'Mountain')";"Claude Monet"
"the-thames-below-westminster-1871";"The Thames below Westminster";1871;"Impressionism";"cityscape";"('Waterway', 'Boat', 'City', 'Vehicle')";"Claude Monet"
"camille-monet-on-her-deathbed";"Camille Monet On Her Deathbed";1879;"Impressionism";"portrait";"('Water')";"Claude Monet"
"water-lily-pond-1919-4";"Water Lily Pond";1919;"Impressionism";"flower painting";"('Water', 'Reflection')";"Claude Monet"
"zaan-at-zaandam";"Zaan at Zaandam";1871;"Impressionism";"landscape";"('Boat', 'Vehicle', 'Watercraft', 'Galway hooker', 'Galiot', 'Sailing', 'Sail', 'Sailboat', 'Sky')";"Claude Monet"
"on-the-beach-at-trouville-1871";"On The Beach At Trouville";1871;"Impressionism";;"('Normandy', 'leisure-and-sleep')";"Claude Monet"
"parliament-reflections-on-the-thames-1905";"Parliament, Reflections on the Thames";1905;"Impressionism";"cityscape";"('Water', 'Sky', 'Tree', 'Reflection', 'Atmosphere')";"Claude Monet"
"spot-on-the-banks-of-the-seine";"Spot on the Banks of the Seine";1881;"Impressionism";"landscape";"('Natural landscape', 'Natural environment', 'Meadow', 'Tree', 'morning', 'Grassland', 'Grass')";"Claude Monet"
"the-manneport-cliff-at-etretat-sunset";"The Manneport, Cliff at Etretat, Sunset";1883;"Impressionism";"landscape";"('sunrise-and-sunset', 'Normandy', 'cliffs-and-rocks', 'Sky', 'Rock', 'Cliff', 'Sea')";"Claude Monet"
"charing-cross-bridge-the-thames";"Charing Cross Bridge, The Thames";1903;"Impressionism";"cityscape";"('Sky')";"Claude Monet"
"waterloo-bridge-overcast-weather-2-1901";"Waterloo Bridge, Overcast Weather";1901;"Impressionism";"cityscape";"('Sky', 'Evening', 'Cloud')";"Claude Monet"
"at-les-petit-dalles";"At Les Petit-Dalles";1884;"Impressionism";"landscape";"('Natural landscape', 'Sky', 'Tree', 'Mountain', 'Hill', 'Road')";"Claude Monet"
"cobeas";"Cobeas";1883;"Impressionism";"flower painting";"('Flower', 'Plant', 'Botany')";"Claude Monet"
"springtime-landscape-at-giverny";"Springtime Landscape at Giverny";1894;"Impressionism";"landscape";"('Tree', 'Plant')";"Claude Monet"
"water-lilies-green-reflection-right-half-1926";"Water Lilies, Green Reflection (right half)";1926;"Impressionism";"flower painting";"('Nature', 'Reflection', 'Water', 'Pond', 'Wetland', 'Natural landscape', 'Natural environment', 'Watercourse', 'water lily')";"Claude Monet"
"the-railroad-station-at-argenteuil";"The Railroad Station at Argenteuil";1872;"Impressionism";"cityscape";"()";"Claude Monet"
"sunset-at-giverny";"Sunset at Giverny";1886;"Impressionism";"landscape";"('Sky')";"Claude Monet"
"head";"Head";;"Neoplasticism";"abstract";"('Text', 'Font', 'Line', 'Flag')";"Piet Mondrian"
"dune-iv-1910";"Dune IV";1910;"Fauvism";"landscape";"('deserts-and-steppes', 'cliffs-and-rocks')";"Piet Mondrian"
"stammer-mill-with-streaked-sky-1906";"Stammer Mill with Streaked Sky";1906;"Impressionism";"landscape";"('storm-and-tempest', 'mills-and-windmills', 'Religious item', 'Windmill', 'Sky')";"Piet Mondrian"
"composition-with-grid-vii-1919";"Composition with Grid VII";1919;"Neoplasticism";"abstract";"('Pattern')";"Piet Mondrian"
"the-red-mill-1911";"The Red Mill";1911;"Fauvism";"landscape";"('mills-and-windmills')";"Piet Mondrian"
"girl-writing-1895";"Girl Writing";1895;"Impressionism";"portrait";"('female-portraits', 'Sketch')";"Piet Mondrian"
"along-the-amstel-1903";"Along the Amstel";1903;"Impressionism";"landscape";"('rivers-and-waterfalls', 'forests-and-trees', 'Nature', 'Tree', 'Natural landscape', 'Water', 'Sky', 'Bayou')";"Piet Mondrian"
"passionflower-1908";"Passionflower";1908;"Post-Impressionism";"portrait";"('flowers-and-plants', 'female-portraits', 'Lady')";"Piet Mondrian"
"avond-evening-the-red-tree-1910";"Avond (Evening): The Red Tree";1910;"Neo-Impressionism";"landscape";"('twilight-and-night', 'forests-and-trees')";"Piet Mondrian"
"mill-in-the-evening-1905";"Mill in the evening";1905;"Impressionism";"landscape";"('rivers-and-waterfalls', 'mills-and-windmills', 'Windmill', 'Stock photography', 'Sky')";"Piet Mondrian"
"lonely-tree-at-the-gein-1907";"Lonely tree at the Gein";1907;"Impressionism";"landscape";"('rivers-and-waterfalls', 'forests-and-trees', 'Bayou', 'Bank')";"Piet Mondrian"
"not-identified-1";"not identified";1898;"Post-Impressionism";"cityscape";"('gates-and-towers', 'forests-and-trees', 'Tree', 'Nature', 'Atmospheric phenomenon', 'Sky', 'monochrome', 'Natural landscape', 'Branch', 'Atmosphere', 'Monochrome photography')";"Piet Mondrian"
"geinrust-farm-with-isolated-tree";"Geinrust Farm with Isolated Tree";1906;"Impressionism";"landscape";"('rivers-and-waterfalls', 'forests-and-trees', 'Nature', 'Natural landscape', 'Bank', 'Reflection', 'Bayou', 'Tree', 'Water')";"Piet Mondrian"
"composition-with-yellow-patch-1930";"Composition with yellow patch";1930;"Neoplasticism";"abstract";"('Line')";"Piet Mondrian"
"composition-n-1-with-red-and-blue-1931-1";"Composition N. 1 with Red and Blue";1931;"Neoplasticism";"abstract";"('Line', 'Rectangle')";"Piet Mondrian"
"moored-ships-sun";"Moored ships Sun";1899;"Impressionism";"marina";"('rivers-and-waterfalls', 'boats-and-ships')";"Piet Mondrian"
"composition-2";"Composition 2";1929;"Neoplasticism";"abstract";"('Rectangle')";"Piet Mondrian"
"view-of-winterswijk-1899";"View of Winterswijk";1899;"Post-Impressionism";"landscape";"('animals', 'gates-and-towers', 'fields-and-plains', 'Bovine', 'Pasture', 'Rural area', 'Meadow', 'Livestock')";"Piet Mondrian"
"composition-light-color-planes-with-grey-contours-1919";"Composition: Light Color Planes with Grey Contours";1919;"Neoplasticism";"abstract";"('Brown', 'Tile', 'Tile flooring', 'Pattern', 'Beige', 'Rectangle')";"Piet Mondrian"
"church-tower-at-domburg-1911";"Church tower at Domburg";1911;"Fauvism";"cityscape";"('gates-and-towers', 'Domburg', 'Netherlands', 'Tower')";"Piet Mondrian"
"still-life-with-gingerpot-2-1912";"Still Life with Gingerpot 2";1912;"Cubism";"still life";"('books-and-letters', 'dishware-and-cutlery')";"Piet Mondrian"
"still-life-with-sunflower-1907-1";"Still life with Sunflower";1907;"Impressionism";"still life";"('flowers-and-plants', 'Sunflower', 'Still life photography', 'Flower', 'Plant')";"Piet Mondrian"
"geinrust-farm-compositional-study-1906";"Geinrust Farm, Compositional Study";1906;"Impressionism";"landscape";"('houses-and-buildings', 'forests-and-trees', 'Text', 'Brown', 'Line')";"Piet Mondrian"
"lighthouse-in-westkapelle-1909";"Lighthouse in Westkapelle";1909;"Neo-Impressionism";"cityscape";"('houses-and-buildings', 'gates-and-towers', 'Orange')";"Piet Mondrian"
"composition-with-large-red-plane-yellow-black-gray-and-blue-1921";"Composition with Large Red Plane, Yellow, Black, Gray and Blue";1921;"Neoplasticism";"abstract";"('Rectangle', 'Line', 'Colorfulness', 'Tints and shades')";"Piet Mondrian"
"meandering-landscape-with-river-1907";"Meandering Landscape with River";1907;"Impressionism";"landscape";"('deserts-and-steppes', 'rivers-and-waterfalls')";"Piet Mondrian"
"river-view-with-a-boat-sun";"River view with a boat Sun";1907;"Impressionism";"marina";"('rivers-and-waterfalls', 'boats-and-ships', 'forests-and-trees', 'Sky', 'Calm', 'Water', 'Sea')";"Piet Mondrian"
"devotion-1908";"Devotion";1908;"Neo-Impressionism";;"()";"Piet Mondrian"
"irrigation-ditch-with-mature-willow";"Irrigation Ditch with Mature Willow";1902;"Impressionism";"landscape";"('rivers-and-waterfalls', 'forests-and-trees', 'Tree', 'Water', 'Reflection', 'Branch', 'Bank', 'Wetland')";"Piet Mondrian"
"victory-boogie-woogie-1944";"Victory Boogie Woogie";1944;"Neoplasticism";"abstract";"('Symmetry', 'Pattern', 'Line')";"Piet Mondrian"
"village-church-1898";"Village Church";1898;"Post-Impressionism";"cityscape";"('gates-and-towers', 'forests-and-trees', 'Tree', 'Branch', 'Twig', 'Woody plant', 'Plant')";"Piet Mondrian"
"lozenge-composition-3-lines-blue-gray-yellow";"Lozenge Composition 3 Lines Blue Gray Yellow";;"Neoplasticism";"abstract";"('Origami', 'Line')";"Piet Mondrian"
"woman-and-child-in-front-of-a-farm";"Woman and child in front of a farm";1899;"Impressionism";"portrait";"('female-portraits', 'double-portraits', 'children portraits')";"Piet Mondrian"
"the-gray-tree-1911";"The Gray Tree";1911;"Cubism";"landscape";"('forests-and-trees', 'Tree', 'Branch', 'Woody plant', 'Plant')";"Piet Mondrian"
"design-for-the-church-of-st-jacob";"Design for the Church of St. Jacob";;"Impressionism";"landscape";"('forests-and-trees', 'Tree', 'Branch', 'Botany', 'Plant', 'Woody plant', 'Twig')";"Piet Mondrian"
"dune-in-zeeland-1910";"Dune in Zeeland";1910;"Fauvism";"landscape";"('deserts-and-steppes', 'sunrise-and-sunset', 'cliffs-and-rocks', 'Orange', 'Turquoise')";"Piet Mondrian"
"composition-in-color-a-1917";"Composition in Color A";1917;"Neoplasticism";"abstract";"('Rectangle', 'Line', 'Pattern')";"Piet Mondrian"
"triangulated-farmhouse-facade-with-polder-in-blue";"Triangulated Farmhouse Facade with Polder in Blue";1900;"Post-Impressionism";"landscape";"('houses-and-buildings', 'seas-and-oceans', 'forests-and-trees', 'House', 'Tree', 'Sky')";"Piet Mondrian"
"composition-2-1922";"Composition 2";1922;"Neoplasticism";"abstract";"('Rectangle', 'Furniture')";"Piet Mondrian"
"not-identified-3";"Evening landscape";1903;"Post-Impressionism";"landscape";"('houses-and-buildings', 'forests-and-trees', 'Tree')";"Piet Mondrian"
"vertical-composition-with-blue-and-white-1936";"Vertical Composition with Blue and White";1936;"Neoplasticism";"abstract";"('Line', 'Room divider')";"Piet Mondrian"
"composition-n-11-london-with-blue-red-and-yellow";"Composition N. 11 London with Blue, Red and Yellow";;"Neoplasticism";"abstract";"('Line', 'Rectangle')";"Piet Mondrian"
"white-rose-in-a-glass-1921";"White Rose in a Glass";1921;"Fauvism";"flower painting";"('flowers-and-plants', 'Flower', 'Pink', 'Garden roses', 'Petal', 'Rose', 'Plant', 'Rose family')";"Piet Mondrian"
"composition-with-red-yellow-and-blue-1942";"Composition with Red, Yellow and Blue";1942;"Neoplasticism";"abstract";"('Line')";"Piet Mondrian"
"self-portrait-1918";"Self Portrait";1918;"Post-Impressionism";"self-portrait";"('male-portraits', 'Piet-Mondrian', 'Gentleman')";"Piet Mondrian"
"composition-with-red-blue-and-yellow-1930";"Composition with Red,  Blue and Yellow";1930;"Neoplasticism";"abstract";"('Rectangle', 'Orange', 'Line', 'Tints and shades')";"Piet Mondrian"
"study-for-blue-apple-tree-series";"Study for Blue Apple Tree Series";1908;"Neo-Impressionism";"landscape";"('forests-and-trees', 'Tree')";"Piet Mondrian"
"trees-by-the-gein-at-moonrise-1908";"Trees by the Gein at Moonrise";1908;"Fauvism";"landscape";"('rivers-and-waterfalls', 'forests-and-trees')";"Piet Mondrian"
"lozenge-composition-with-red-gray-blue-yellow-and-black-1925";"Lozenge Composition with Red, Gray, Blue, Yellow, and Black";1925;"Neoplasticism";"abstract";"('Line')";"Piet Mondrian"
"small-farm-on-nistelrode-1904";"Small farm on Nistelrode";1904;"Post-Impressionism";"landscape";"('houses-and-buildings', 'House')";"Piet Mondrian"
"composition-with-grid-ix-1919";"Composition with Grid IX";1919;"Neoplasticism";"abstract";"('Pattern', 'Line', 'Tile')";"Piet Mondrian"
"flowers-sun";"Flowers Sun";1909;"Impressionism";"flower painting";"('flowers-and-plants', 'Flower', 'Plant', 'Petal')";"Piet Mondrian"
"at-the-amstel-sun";"At the Amstel Sun";1907;"Impressionism";"landscape";"('rivers-and-waterfalls', 'forests-and-trees')";"Piet Mondrian"
"new-york-city-i-1942";"New York City I";1942;"Neoplasticism";"abstract";"('Line', 'Pattern', 'Parallel')";"Piet Mondrian"
"still-life-with-gingerpot-1-1911";"Still Life with Gingerpot 1";1911;"Cubism";"still life";"('books-and-letters', 'dishware-and-cutlery', 'Still life photography')";"Piet Mondrian"
"lonely-tree-at-the-gein-sun";"Lonely tree at the Gein Sun";1907;"Impressionism";"landscape";"('rivers-and-waterfalls', 'forests-and-trees', 'Bank')";"Piet Mondrian"
"composition-with-oval-in-color-planes-ii-1914";"Composition with Oval in Color Planes II";1914;"Neoplasticism";"abstract";"('Line')";"Piet Mondrian"
"not-identified-2";"not identified";1908;"Post-Impressionism";"landscape";"('forests-and-trees')";"Piet Mondrian"
"going-fishing-1900";"Going Fishing";1900;"Post-Impressionism";"marina";"('rivers-and-waterfalls', 'boats-and-ships')";"Piet Mondrian"
"composition-with-gray-and-light-brown-1918";"Composition with Gray and Light Brown";1918;"Neoplasticism";"abstract";"('Rectangle', 'Line', 'Pattern')";"Piet Mondrian"
"evolution-1911";"Evolution";1911;"Fauvism";"nude painting (nu)";"('female-nude')";"Piet Mondrian"
"not-identified";"Composición en Gris – Azul";1913;"Cubism";"abstract";"('Tree')";"Piet Mondrian"
"lozenge-composition-with-red-black-blue-and-yellow-1925";"Lozenge Composition with Red, Black,Blue and Yellow";1925;"Neoplasticism";"abstract";"('Line')";"Piet Mondrian"
"trafalgar-square-1943";"Trafalgar Square";1943;"Neoplasticism";"abstract";"('streets-and-squares', 'London', 'Line')";"Piet Mondrian"
"composition-with-blue-1937";"Composition with Blue";1937;"Neoplasticism";"abstract";"('Line', 'Parallel')";"Piet Mondrian"
"tableau-i-1921";"Tableau I";1921;"Neoplasticism";"abstract";"('Line', 'Rectangle')";"Piet Mondrian"
"on-the-lappenbrink";"On the Lappenbrink";1899;"Post-Impressionism";"portrait";"('female-portraits', 'houses-and-buildings')";"Piet Mondrian"
"portrait-of-a-girl-with-flowers-1";"Portrait of a Girl with Flowers";1900;"Impressionism";"portrait";"('flowers-and-plants', 'children portraits', 'Cheek', 'Iris')";"Piet Mondrian"
"composition-a-1923";"Composition A";1923;"Neoplasticism";"abstract";"('Rectangle', 'Tints and shades', 'Line')";"Piet Mondrian"
"sun";"Sun";1910;"Fauvism";"flower painting";"('flowers-and-plants')";"Piet Mondrian"
"mill-of-heeswijk-sun";"Mill of Heeswijk Sun";1904;"Impressionism";"cityscape";"('mills-and-windmills', 'sunlight', 'Windmill')";"Piet Mondrian"
"composition-with-red-yellow-and-blue-1922";"Composition with Red, Yellow and Blue";1922;"Neoplasticism";"abstract";"('Rectangle')";"Piet Mondrian"
"woods-near-oele-1908";"Woods near Oele";1908;"Post-Impressionism";"landscape";"('winter', 'forests-and-trees', 'Tree')";"Piet Mondrian"
"anemones-in-a-vase";"Anemones in a Vase";1909;"Impressionism";"still life";"('flowers-and-plants', 'Flower', 'Garden roses', 'Plant')";"Piet Mondrian"
"place-de-la-concorde-1943";"Place de la Concorde";1943;"Neoplasticism";"abstract";"('Paris', 'Place-de-la-Concorde', 'Line')";"Piet Mondrian"
"windmill-in-the-gein-1907";"Windmill in the Gein";1907;"Impressionism";"landscape";"('storm-and-tempest', 'rivers-and-waterfalls', 'mills-and-windmills', 'Windmill')";"Piet Mondrian"
"farm-at-duivendrecht";"Farm at Duivendrecht";1908;"Post-Impressionism";"landscape";"('houses-and-buildings', 'rivers-and-waterfalls')";"Piet Mondrian"
"calves-in-a-field-bordered-by-willow-trees";"Calves in a Field Bordered by Willow Trees";1905;"Impressionism";"landscape";"('animals', 'gardens-and-parks', 'fields-and-plains', 'Pasture', 'Grazing', 'Tree', 'Grass', 'Wildlife', 'Meadow', 'Fence', 'Woodland', 'Rural area')";"Piet Mondrian"
"lily";"Lily";1921;"Impressionism";"flower painting";"('flowers-and-plants', 'Flower', 'Botany', 'Plant')";"Piet Mondrian"
"composition-no-10-1942";"Composition No.10";1942;"Neoplasticism";"abstract";"('Line')";"Piet Mondrian"
"wood-with-beech-trees";"Wood with Beech Trees";1899;"Post-Impressionism";"landscape";"('forests-and-trees', 'Tree', 'Forest', 'Northern hardwood forest', 'Nature', 'Natural environment', 'Woodland', 'Trunk', 'Grove', 'Biome')";"Piet Mondrian"
"composition-no-iii-blanc-jaune-1942";"Composition No. III Blanc-Jaune";1942;"Neoplasticism";"abstract";"('Line', 'Door')";"Piet Mondrian"
"broadway-boogie-woogie-1943";"Broadway Boogie Woogie";1943;"Neoplasticism";"abstract";"('New-York', 'roads-and-vehicles', 'Broadway', 'Line', 'Pattern', 'Symmetry', 'Square', 'Rectangle')";"Piet Mondrian"
"composition-iii-with-blue-yellow-and-white-1936";"Composition III with Blue, Yellow and White";1936;"Neoplasticism";"abstract";"('Line', 'Parallel')";"Piet Mondrian"
"alberi-1908";"Alberi";1908;"Impressionism";"landscape";"('forests-and-trees', 'Tree')";"Piet Mondrian"
"self-portrait-1900";"Self Portrait";1900;"Impressionism";"self-portrait";"('male-portraits', 'Piet-Mondrian', 'Chin')";"Piet Mondrian"
"evening-at-weesperzijde-sun";"Evening at Weesperzijde Sun";1900;"Impressionism";"landscape";"('houses-and-buildings', 'rivers-and-waterfalls', 'Boat', 'Vehicle', 'Watercraft', 'Fishing vessel')";"Piet Mondrian"
"mill-in-sunlight-the-winkel-mill-1908";"Mill in Sunlight: The Winkel Mill";1908;"Fauvism";"cityscape";"('mills-and-windmills', 'sunlight')";"Piet Mondrian"
"dune-landscape-1911";"Dune Landscape";1911;"Post-Impressionism";"landscape";"('deserts-and-steppes', 'sunrise-and-sunset', 'cliffs-and-rocks', 'Sky', 'Line', 'Atmosphere', 'Pattern')";"Piet Mondrian"
"amaryllis-1910";"Amaryllis";1910;"Fauvism";"flower painting";"('flowers-and-plants', 'Plant')";"Piet Mondrian"
"polder-landscape-with-a-train-and-a-small-windmill-on-the-horizon-1907";"Polder Landscape with a Train and a Small Windmill on the Horizon";1907;"Impressionism";"landscape";"('deserts-and-steppes', 'mills-and-windmills', 'railway', 'Picture frame')";"Piet Mondrian"
